,Pairs,Follows,Followed_by
1000,"('KarlHaus', 'jonessurgery')",False,False
1001,"('KarlHaus', 'FinalFrog')",False,False
1002,"('KarlHaus', 'MsKretsch')",False,True
1003,"('KarlHaus', 'gharrettwong')",False,False
1004,"('KarlHaus', 'steuard')",False,False
1005,"('KarlHaus', 'Aerathil')",False,False
1006,"('KarlHaus', 'aocole')",False,False
1007,"('KarlHaus', 'carlosdavis')",False,False
1008,"('KarlHaus', 'mentaikosupaget')",False,False
1009,"('KarlHaus', 'pboothe')",False,False
1010,"('KarlHaus', 'jtbandes')",False,False
1011,"('KarlHaus', 'yogurtearl')",False,False
1012,"('KarlHaus', 'haaksmash')",False,False
1013,"('KarlHaus', 'angusho')",False,False
1014,"('KarlHaus', 'gdarklighter')",False,False
1015,"('KarlHaus', 'emalminator')",False,False
1016,"('KarlHaus', 'danwr')",False,False
1017,"('KarlHaus', 'Kevin_Hainline')",False,False
1018,"('KarlHaus', 'djtrindle')",False,False
1019,"('KarlHaus', 'ekayfoli')",False,False
1020,"('KarlHaus', 'dyong')",False,False
1021,"('KarlHaus', 'mtauraso')",False,False
1022,"('KarlHaus', 'eriksowa')",False,False
1023,"('KarlHaus', 'siapplebaum')",False,False
1024,"('KarlHaus', 'schimonster')",False,False
1025,"('KarlHaus', 'MikePricePhD')",False,False
1026,"('KarlHaus', 'jessibythebay')",False,False
1027,"('KarlHaus', 'jtspender')",False,False
1028,"('KarlHaus', 'drmorr0')",False,False
1029,"('KarlHaus', 'dorianscrima')",False,False
1030,"('KarlHaus', 'jeffreydrummond')",False,False
1031,"('KarlHaus', 'blampin')",False,False
1032,"('KarlHaus', 'franceshocutt')",False,False
1033,"('KarlHaus', 'MoreLuckey')",False,False
1034,"('HaydeeLindo', 'ProfStoebel')",True,True
1035,"('HaydeeLindo', 'themuddraker')",False,True
1036,"('HaydeeLindo', 'hmc_dsa')",False,False
1037,"('HaydeeLindo', 'HarveyMuddOCE')",False,False
1038,"('HaydeeLindo', 'ProfOmarMath')",True,True
1039,"('HaydeeLindo', 'Eliot_Bush')",False,False
1040,"('HaydeeLindo', 'rsourspa')",False,False
1041,"('HaydeeLindo', 'briposadas')",False,False
1042,"('HaydeeLindo', 'elizjohansen')",False,False
1043,"('HaydeeLindo', 'mattspencer_ee')",True,True
1044,"('HaydeeLindo', 'XandaSchofield')",True,True
1045,"('HaydeeLindo', 'stldenbroncofan')",False,False
1046,"('HaydeeLindo', 'ohmaimy')",False,False
1047,"('HaydeeLindo', 'PITraders')",False,False
1048,"('HaydeeLindo', 'HMCDOS')",False,False
1049,"('HaydeeLindo', 'BlaineHackman')",False,False
1050,"('HaydeeLindo', 'hmcen_official')",False,False
1051,"('HaydeeLindo', 'DaringRant')",False,False
1052,"('HaydeeLindo', 'abby_korth')",False,False
1053,"('HaydeeLindo', 'caitlin_vierra')",False,False
1054,"('HaydeeLindo', 'rf_mehlinger')",False,False
1055,"('HaydeeLindo', 'tony1athome')",False,False
1056,"('HaydeeLindo', 'vanessareality')",False,False
1057,"('HaydeeLindo', 'jtamm7')",False,False
1058,"('HaydeeLindo', 'gavmdr')",False,False
1059,"('HaydeeLindo', 'equan430')",False,False
1060,"('HaydeeLindo', 'terribletasman')",False,False
1061,"('HaydeeLindo', 'hocherie1')",False,False
1062,"('HaydeeLindo', 'jkim720')",False,False
1063,"('HaydeeLindo', 'InqHmc')",False,False
1064,"('HaydeeLindo', 'claremontind')",False,False
1065,"('HaydeeLindo', 'cmcforum')",False,False
1066,"('HaydeeLindo', 'KGIpres')",False,False
1067,"('HaydeeLindo', 'KeckGrad')",False,False
1068,"('HaydeeLindo', 'hkbyoung')",False,False
1069,"('HaydeeLindo', 'macavity42')",False,False
1070,"('HaydeeLindo', 'JackRNewhouse')",False,False
1071,"('HaydeeLindo', 'everner')",False,False
1072,"('HaydeeLindo', 'raunak_pednekar')",False,False
1073,"('HaydeeLindo', 'leslieforrrestr')",False,False
1074,"('HaydeeLindo', 'hmcicecreambike')",False,False
1075,"('HaydeeLindo', 'rdchambers')",False,False
1076,"('HaydeeLindo', 'Craigni')",False,False
1077,"('HaydeeLindo', 'LucidLunatic')",False,False
1078,"('HaydeeLindo', 'EvanHub')",False,False
1079,"('HaydeeLindo', 'HEKS86')",False,False
1080,"('HaydeeLindo', 'elsweato')",False,False
1081,"('HaydeeLindo', 'StephenBlankley')",False,False
1082,"('HaydeeLindo', 'SoniaMinassian')",False,False
1083,"('HaydeeLindo', 'stephani_shusta')",False,False
1084,"('HaydeeLindo', 'moniebalogna')",False,False
1085,"('HaydeeLindo', 'susanna_todaro')",False,False
1086,"('HaydeeLindo', 'gmcredo1')",False,False
1087,"('HaydeeLindo', 'EvannRamona')",False,False
1088,"('HaydeeLindo', 'jonessurgery')",False,False
1089,"('HaydeeLindo', 'FinalFrog')",False,False
1090,"('HaydeeLindo', 'MsKretsch')",False,False
1091,"('HaydeeLindo', 'gharrettwong')",False,False
1092,"('HaydeeLindo', 'steuard')",False,False
1093,"('HaydeeLindo', 'Aerathil')",False,False
1094,"('HaydeeLindo', 'aocole')",False,False
1095,"('HaydeeLindo', 'carlosdavis')",False,False
1096,"('HaydeeLindo', 'mentaikosupaget')",False,False
1097,"('HaydeeLindo', 'pboothe')",False,False
1098,"('HaydeeLindo', 'jtbandes')",False,False
1099,"('HaydeeLindo', 'yogurtearl')",False,False
1100,"('HaydeeLindo', 'haaksmash')",False,False
1101,"('HaydeeLindo', 'angusho')",False,False
1102,"('HaydeeLindo', 'gdarklighter')",False,False
1103,"('HaydeeLindo', 'emalminator')",False,False
1104,"('HaydeeLindo', 'danwr')",False,False
1105,"('HaydeeLindo', 'Kevin_Hainline')",False,False
1106,"('HaydeeLindo', 'djtrindle')",False,False
1107,"('HaydeeLindo', 'ekayfoli')",False,False
1108,"('HaydeeLindo', 'dyong')",True,True
1109,"('HaydeeLindo', 'mtauraso')",False,False
1110,"('HaydeeLindo', 'eriksowa')",False,False
1111,"('HaydeeLindo', 'siapplebaum')",False,False
1112,"('HaydeeLindo', 'schimonster')",False,False
1113,"('HaydeeLindo', 'MikePricePhD')",False,False
1114,"('HaydeeLindo', 'jessibythebay')",False,False
1115,"('HaydeeLindo', 'jtspender')",False,False
1116,"('HaydeeLindo', 'drmorr0')",False,False
1117,"('HaydeeLindo', 'dorianscrima')",False,False
1118,"('HaydeeLindo', 'jeffreydrummond')",False,False
1119,"('HaydeeLindo', 'blampin')",False,False
1120,"('HaydeeLindo', 'franceshocutt')",False,False
1121,"('HaydeeLindo', 'MoreLuckey')",False,False
1122,"('ProfStoebel', 'themuddraker')",True,True
1123,"('ProfStoebel', 'hmc_dsa')",False,False
1124,"('ProfStoebel', 'HarveyMuddOCE')",False,False
1125,"('ProfStoebel', 'ProfOmarMath')",True,True
1126,"('ProfStoebel', 'Eliot_Bush')",True,True
1127,"('ProfStoebel', 'rsourspa')",False,False
1128,"('ProfStoebel', 'briposadas')",False,True
1129,"('ProfStoebel', 'elizjohansen')",False,False
1130,"('ProfStoebel', 'mattspencer_ee')",True,True
1131,"('ProfStoebel', 'XandaSchofield')",True,True
1132,"('ProfStoebel', 'stldenbroncofan')",False,False
1133,"('ProfStoebel', 'ohmaimy')",False,False
1134,"('ProfStoebel', 'PITraders')",False,False
1135,"('ProfStoebel', 'HMCDOS')",False,False
1136,"('ProfStoebel', 'BlaineHackman')",False,False
1137,"('ProfStoebel', 'hmcen_official')",False,False
1138,"('ProfStoebel', 'DaringRant')",False,False
1139,"('ProfStoebel', 'abby_korth')",False,False
1140,"('ProfStoebel', 'caitlin_vierra')",False,False
1141,"('ProfStoebel', 'rf_mehlinger')",False,False
1142,"('ProfStoebel', 'tony1athome')",False,False
1143,"('ProfStoebel', 'vanessareality')",False,False
1144,"('ProfStoebel', 'jtamm7')",False,False
1145,"('ProfStoebel', 'gavmdr')",False,False
1146,"('ProfStoebel', 'equan430')",False,False
1147,"('ProfStoebel', 'terribletasman')",False,False
1148,"('ProfStoebel', 'hocherie1')",False,False
1149,"('ProfStoebel', 'jkim720')",False,False
1150,"('ProfStoebel', 'InqHmc')",False,False
1151,"('ProfStoebel', 'claremontind')",False,False
1152,"('ProfStoebel', 'cmcforum')",False,False
1153,"('ProfStoebel', 'KGIpres')",False,False
1154,"('ProfStoebel', 'KeckGrad')",False,False
1155,"('ProfStoebel', 'hkbyoung')",False,False
1156,"('ProfStoebel', 'macavity42')",False,False
1157,"('ProfStoebel', 'JackRNewhouse')",False,False
1158,"('ProfStoebel', 'everner')",False,False
1159,"('ProfStoebel', 'raunak_pednekar')",False,True
1160,"('ProfStoebel', 'leslieforrrestr')",False,False
1161,"('ProfStoebel', 'hmcicecreambike')",True,False
1162,"('ProfStoebel', 'rdchambers')",False,False
1163,"('ProfStoebel', 'Craigni')",False,False
1164,"('ProfStoebel', 'LucidLunatic')",False,False
1165,"('ProfStoebel', 'EvanHub')",False,False
1166,"('ProfStoebel', 'HEKS86')",False,False
1167,"('ProfStoebel', 'elsweato')",False,False
1168,"('ProfStoebel', 'StephenBlankley')",False,False
1169,"('ProfStoebel', 'SoniaMinassian')",False,False
1170,"('ProfStoebel', 'stephani_shusta')",False,False
1171,"('ProfStoebel', 'moniebalogna')",False,False
1172,"('ProfStoebel', 'susanna_todaro')",False,False
1173,"('ProfStoebel', 'gmcredo1')",False,False
1174,"('ProfStoebel', 'EvannRamona')",False,False
1175,"('ProfStoebel', 'jonessurgery')",False,False
1176,"('ProfStoebel', 'FinalFrog')",False,False
1177,"('ProfStoebel', 'MsKretsch')",False,False
1178,"('ProfStoebel', 'gharrettwong')",False,False
1179,"('ProfStoebel', 'steuard')",False,False
1180,"('ProfStoebel', 'Aerathil')",False,False
1181,"('ProfStoebel', 'aocole')",False,False
1182,"('ProfStoebel', 'carlosdavis')",False,False
1183,"('ProfStoebel', 'mentaikosupaget')",False,False
1184,"('ProfStoebel', 'pboothe')",False,False
1185,"('ProfStoebel', 'jtbandes')",False,False
1186,"('ProfStoebel', 'yogurtearl')",False,False
1187,"('ProfStoebel', 'haaksmash')",False,False
1188,"('ProfStoebel', 'angusho')",False,False
1189,"('ProfStoebel', 'gdarklighter')",False,False
1190,"('ProfStoebel', 'emalminator')",False,False
1191,"('ProfStoebel', 'danwr')",False,False
1192,"('ProfStoebel', 'Kevin_Hainline')",False,False
1193,"('ProfStoebel', 'djtrindle')",False,False
1194,"('ProfStoebel', 'ekayfoli')",False,False
1195,"('ProfStoebel', 'dyong')",True,True
1196,"('ProfStoebel', 'mtauraso')",False,False
1197,"('ProfStoebel', 'eriksowa')",False,False
1198,"('ProfStoebel', 'siapplebaum')",False,False
1199,"('ProfStoebel', 'schimonster')",False,False
1200,"('ProfStoebel', 'MikePricePhD')",False,False
1201,"('ProfStoebel', 'jessibythebay')",False,False
1202,"('ProfStoebel', 'jtspender')",False,False
1203,"('ProfStoebel', 'drmorr0')",False,False
1204,"('ProfStoebel', 'dorianscrima')",False,False
1205,"('ProfStoebel', 'jeffreydrummond')",False,False
1206,"('ProfStoebel', 'blampin')",False,False
1207,"('ProfStoebel', 'franceshocutt')",False,False
1208,"('ProfStoebel', 'MoreLuckey')",False,False
1209,"('themuddraker', 'hmc_dsa')",True,True
1210,"('themuddraker', 'HarveyMuddOCE')",True,True
1211,"('themuddraker', 'ProfOmarMath')",True,False
1212,"('themuddraker', 'Eliot_Bush')",True,False
1213,"('themuddraker', 'rsourspa')",False,False
1214,"('themuddraker', 'briposadas')",False,False
1215,"('themuddraker', 'elizjohansen')",False,False
1216,"('themuddraker', 'mattspencer_ee')",True,False
1217,"('themuddraker', 'XandaSchofield')",True,True
1218,"('themuddraker', 'stldenbroncofan')",False,True
1219,"('themuddraker', 'ohmaimy')",False,False
1220,"('themuddraker', 'PITraders')",False,False
1221,"('themuddraker', 'HMCDOS')",False,False
1222,"('themuddraker', 'BlaineHackman')",False,False
1223,"('themuddraker', 'hmcen_official')",False,False
1224,"('themuddraker', 'DaringRant')",False,False
1225,"('themuddraker', 'abby_korth')",False,False
1226,"('themuddraker', 'caitlin_vierra')",False,False
1227,"('themuddraker', 'rf_mehlinger')",False,False
1228,"('themuddraker', 'tony1athome')",False,False
1229,"('themuddraker', 'vanessareality')",False,False
1230,"('themuddraker', 'jtamm7')",False,False
1231,"('themuddraker', 'gavmdr')",False,False
1232,"('themuddraker', 'equan430')",False,False
1233,"('themuddraker', 'terribletasman')",False,False
1234,"('themuddraker', 'hocherie1')",False,False
1235,"('themuddraker', 'jkim720')",False,False
1236,"('themuddraker', 'InqHmc')",False,False
1237,"('themuddraker', 'claremontind')",False,False
1238,"('themuddraker', 'cmcforum')",True,False
1239,"('themuddraker', 'KGIpres')",False,False
1240,"('themuddraker', 'KeckGrad')",False,False
1241,"('themuddraker', 'hkbyoung')",False,False
1242,"('themuddraker', 'macavity42')",False,False
1243,"('themuddraker', 'JackRNewhouse')",False,False
1244,"('themuddraker', 'everner')",False,False
1245,"('themuddraker', 'raunak_pednekar')",False,False
1246,"('themuddraker', 'leslieforrrestr')",False,False
1247,"('themuddraker', 'hmcicecreambike')",False,False
1248,"('themuddraker', 'rdchambers')",False,False
1249,"('themuddraker', 'Craigni')",False,False
1250,"('themuddraker', 'LucidLunatic')",False,False
1251,"('themuddraker', 'EvanHub')",False,False
1252,"('themuddraker', 'HEKS86')",False,False
1253,"('themuddraker', 'elsweato')",False,False
1254,"('themuddraker', 'StephenBlankley')",False,False
1255,"('themuddraker', 'SoniaMinassian')",False,False
1256,"('themuddraker', 'stephani_shusta')",False,False
1257,"('themuddraker', 'moniebalogna')",False,False
1258,"('themuddraker', 'susanna_todaro')",False,False
1259,"('themuddraker', 'gmcredo1')",False,False
1260,"('themuddraker', 'EvannRamona')",False,False
1261,"('themuddraker', 'jonessurgery')",False,False
1262,"('themuddraker', 'FinalFrog')",False,False
1263,"('themuddraker', 'MsKretsch')",False,False
1264,"('themuddraker', 'gharrettwong')",False,False
1265,"('themuddraker', 'steuard')",False,False
1266,"('themuddraker', 'Aerathil')",False,False
1267,"('themuddraker', 'aocole')",False,False
1268,"('themuddraker', 'carlosdavis')",False,False
1269,"('themuddraker', 'mentaikosupaget')",False,False
1270,"('themuddraker', 'pboothe')",False,False
1271,"('themuddraker', 'jtbandes')",False,False
1272,"('themuddraker', 'yogurtearl')",False,False
1273,"('themuddraker', 'haaksmash')",False,False
1274,"('themuddraker', 'angusho')",False,False
1275,"('themuddraker', 'gdarklighter')",False,False
1276,"('themuddraker', 'emalminator')",False,False
1277,"('themuddraker', 'danwr')",False,False
1278,"('themuddraker', 'Kevin_Hainline')",False,False
1279,"('themuddraker', 'djtrindle')",False,False
1280,"('themuddraker', 'ekayfoli')",False,False
1281,"('themuddraker', 'dyong')",True,False
1282,"('themuddraker', 'mtauraso')",False,False
1283,"('themuddraker', 'eriksowa')",False,False
1284,"('themuddraker', 'siapplebaum')",False,False
1285,"('themuddraker', 'schimonster')",False,False
1286,"('themuddraker', 'MikePricePhD')",False,False
1287,"('themuddraker', 'jessibythebay')",False,False
1288,"('themuddraker', 'jtspender')",False,False
1289,"('themuddraker', 'drmorr0')",False,False
1290,"('themuddraker', 'dorianscrima')",False,False
1291,"('themuddraker', 'jeffreydrummond')",False,False
1292,"('themuddraker', 'blampin')",False,False
1293,"('themuddraker', 'franceshocutt')",False,False
1294,"('themuddraker', 'MoreLuckey')",False,False
1295,"('hmc_dsa', 'HarveyMuddOCE')",True,True
1296,"('hmc_dsa', 'ProfOmarMath')",False,False
1297,"('hmc_dsa', 'Eliot_Bush')",True,False
1298,"('hmc_dsa', 'rsourspa')",False,False
1299,"('hmc_dsa', 'briposadas')",False,False
1300,"('hmc_dsa', 'elizjohansen')",False,False
1301,"('hmc_dsa', 'mattspencer_ee')",True,False
1302,"('hmc_dsa', 'XandaSchofield')",False,False
1303,"('hmc_dsa', 'stldenbroncofan')",False,True
1304,"('hmc_dsa', 'ohmaimy')",False,False
1305,"('hmc_dsa', 'PITraders')",False,False
1306,"('hmc_dsa', 'HMCDOS')",False,False
1307,"('hmc_dsa', 'BlaineHackman')",False,False
1308,"('hmc_dsa', 'hmcen_official')",False,False
1309,"('hmc_dsa', 'DaringRant')",False,False
1310,"('hmc_dsa', 'abby_korth')",False,False
1311,"('hmc_dsa', 'caitlin_vierra')",False,False
1312,"('hmc_dsa', 'rf_mehlinger')",False,False
1313,"('hmc_dsa', 'tony1athome')",False,False
1314,"('hmc_dsa', 'vanessareality')",False,False
1315,"('hmc_dsa', 'jtamm7')",False,False
1316,"('hmc_dsa', 'gavmdr')",False,False
1317,"('hmc_dsa', 'equan430')",False,False
1318,"('hmc_dsa', 'terribletasman')",False,False
1319,"('hmc_dsa', 'hocherie1')",False,False
1320,"('hmc_dsa', 'jkim720')",False,False
1321,"('hmc_dsa', 'InqHmc')",False,False
1322,"('hmc_dsa', 'claremontind')",False,False
1323,"('hmc_dsa', 'cmcforum')",False,False
1324,"('hmc_dsa', 'KGIpres')",False,False
1325,"('hmc_dsa', 'KeckGrad')",False,False
1326,"('hmc_dsa', 'hkbyoung')",False,False
1327,"('hmc_dsa', 'macavity42')",False,False
1328,"('hmc_dsa', 'JackRNewhouse')",False,False
1329,"('hmc_dsa', 'everner')",False,False
1330,"('hmc_dsa', 'raunak_pednekar')",False,False
1331,"('hmc_dsa', 'leslieforrrestr')",False,False
1332,"('hmc_dsa', 'hmcicecreambike')",True,False
1333,"('hmc_dsa', 'rdchambers')",False,False
1334,"('hmc_dsa', 'Craigni')",False,False
1335,"('hmc_dsa', 'LucidLunatic')",False,False
1336,"('hmc_dsa', 'EvanHub')",False,False
1337,"('hmc_dsa', 'HEKS86')",False,False
1338,"('hmc_dsa', 'elsweato')",False,False
1339,"('hmc_dsa', 'StephenBlankley')",False,False
1340,"('hmc_dsa', 'SoniaMinassian')",False,False
1341,"('hmc_dsa', 'stephani_shusta')",False,False
1342,"('hmc_dsa', 'moniebalogna')",False,False
1343,"('hmc_dsa', 'susanna_todaro')",False,False
1344,"('hmc_dsa', 'gmcredo1')",False,False
1345,"('hmc_dsa', 'EvannRamona')",False,False
1346,"('hmc_dsa', 'jonessurgery')",False,False
1347,"('hmc_dsa', 'FinalFrog')",False,False
1348,"('hmc_dsa', 'MsKretsch')",False,False
1349,"('hmc_dsa', 'gharrettwong')",False,False
1350,"('hmc_dsa', 'steuard')",False,False
1351,"('hmc_dsa', 'Aerathil')",False,False
1352,"('hmc_dsa', 'aocole')",False,False
1353,"('hmc_dsa', 'carlosdavis')",False,False
1354,"('hmc_dsa', 'mentaikosupaget')",False,False
1355,"('hmc_dsa', 'pboothe')",False,False
1356,"('hmc_dsa', 'jtbandes')",False,False
1357,"('hmc_dsa', 'yogurtearl')",False,False
1358,"('hmc_dsa', 'haaksmash')",False,False
1359,"('hmc_dsa', 'angusho')",False,False
1360,"('hmc_dsa', 'gdarklighter')",False,False
1361,"('hmc_dsa', 'emalminator')",False,False
1362,"('hmc_dsa', 'danwr')",False,False
1363,"('hmc_dsa', 'Kevin_Hainline')",False,False
1364,"('hmc_dsa', 'djtrindle')",False,False
1365,"('hmc_dsa', 'ekayfoli')",False,False
1366,"('hmc_dsa', 'dyong')",False,False
1367,"('hmc_dsa', 'mtauraso')",False,False
1368,"('hmc_dsa', 'eriksowa')",False,False
1369,"('hmc_dsa', 'siapplebaum')",False,False
1370,"('hmc_dsa', 'schimonster')",False,False
1371,"('hmc_dsa', 'MikePricePhD')",False,False
1372,"('hmc_dsa', 'jessibythebay')",False,False
1373,"('hmc_dsa', 'jtspender')",False,False
1374,"('hmc_dsa', 'drmorr0')",False,False
1375,"('hmc_dsa', 'dorianscrima')",False,False
1376,"('hmc_dsa', 'jeffreydrummond')",False,False
1377,"('hmc_dsa', 'blampin')",False,False
1378,"('hmc_dsa', 'franceshocutt')",False,False
1379,"('hmc_dsa', 'MoreLuckey')",False,False
1380,"('HarveyMuddOCE', 'ProfOmarMath')",False,False
1381,"('HarveyMuddOCE', 'Eliot_Bush')",False,False
1382,"('HarveyMuddOCE', 'rsourspa')",False,False
1383,"('HarveyMuddOCE', 'briposadas')",False,False
1384,"('HarveyMuddOCE', 'elizjohansen')",False,False
1385,"('HarveyMuddOCE', 'mattspencer_ee')",False,False
1386,"('HarveyMuddOCE', 'XandaSchofield')",False,False
1387,"('HarveyMuddOCE', 'stldenbroncofan')",False,True
1388,"('HarveyMuddOCE', 'ohmaimy')",False,False
1389,"('HarveyMuddOCE', 'PITraders')",False,False
1390,"('HarveyMuddOCE', 'HMCDOS')",False,False
1391,"('HarveyMuddOCE', 'BlaineHackman')",False,False
1392,"('HarveyMuddOCE', 'hmcen_official')",False,False
1393,"('HarveyMuddOCE', 'DaringRant')",False,False
1394,"('HarveyMuddOCE', 'abby_korth')",False,False
1395,"('HarveyMuddOCE', 'caitlin_vierra')",False,False
1396,"('HarveyMuddOCE', 'rf_mehlinger')",False,False
1397,"('HarveyMuddOCE', 'tony1athome')",False,False
1398,"('HarveyMuddOCE', 'vanessareality')",False,False
1399,"('HarveyMuddOCE', 'jtamm7')",False,False
1400,"('HarveyMuddOCE', 'gavmdr')",False,False
1401,"('HarveyMuddOCE', 'equan430')",False,False
1402,"('HarveyMuddOCE', 'terribletasman')",False,False
1403,"('HarveyMuddOCE', 'hocherie1')",False,False
1404,"('HarveyMuddOCE', 'jkim720')",False,False
1405,"('HarveyMuddOCE', 'InqHmc')",False,False
1406,"('HarveyMuddOCE', 'claremontind')",False,False
1407,"('HarveyMuddOCE', 'cmcforum')",False,False
1408,"('HarveyMuddOCE', 'KGIpres')",False,False
1409,"('HarveyMuddOCE', 'KeckGrad')",False,False
1410,"('HarveyMuddOCE', 'hkbyoung')",False,False
1411,"('HarveyMuddOCE', 'macavity42')",False,False
1412,"('HarveyMuddOCE', 'JackRNewhouse')",False,False
1413,"('HarveyMuddOCE', 'everner')",False,False
1414,"('HarveyMuddOCE', 'raunak_pednekar')",False,False
1415,"('HarveyMuddOCE', 'leslieforrrestr')",False,False
1416,"('HarveyMuddOCE', 'hmcicecreambike')",False,False
1417,"('HarveyMuddOCE', 'rdchambers')",False,False
1418,"('HarveyMuddOCE', 'Craigni')",False,False
1419,"('HarveyMuddOCE', 'LucidLunatic')",False,False
1420,"('HarveyMuddOCE', 'EvanHub')",False,False
1421,"('HarveyMuddOCE', 'HEKS86')",False,False
1422,"('HarveyMuddOCE', 'elsweato')",False,False
1423,"('HarveyMuddOCE', 'StephenBlankley')",False,False
1424,"('HarveyMuddOCE', 'SoniaMinassian')",False,False
1425,"('HarveyMuddOCE', 'stephani_shusta')",False,False
1426,"('HarveyMuddOCE', 'moniebalogna')",False,False
1427,"('HarveyMuddOCE', 'susanna_todaro')",False,False
1428,"('HarveyMuddOCE', 'gmcredo1')",False,False
1429,"('HarveyMuddOCE', 'EvannRamona')",False,False
1430,"('HarveyMuddOCE', 'jonessurgery')",False,False
1431,"('HarveyMuddOCE', 'FinalFrog')",False,False
1432,"('HarveyMuddOCE', 'MsKretsch')",False,False
1433,"('HarveyMuddOCE', 'gharrettwong')",False,False
1434,"('HarveyMuddOCE', 'steuard')",False,False
1435,"('HarveyMuddOCE', 'Aerathil')",False,False
1436,"('HarveyMuddOCE', 'aocole')",False,False
1437,"('HarveyMuddOCE', 'carlosdavis')",False,False
1438,"('HarveyMuddOCE', 'mentaikosupaget')",False,False
1439,"('HarveyMuddOCE', 'pboothe')",False,False
1440,"('HarveyMuddOCE', 'jtbandes')",False,False
1441,"('HarveyMuddOCE', 'yogurtearl')",False,False
1442,"('HarveyMuddOCE', 'haaksmash')",False,False
1443,"('HarveyMuddOCE', 'angusho')",False,False
1444,"('HarveyMuddOCE', 'gdarklighter')",False,False
1445,"('HarveyMuddOCE', 'emalminator')",False,False
1446,"('HarveyMuddOCE', 'danwr')",False,False
1447,"('HarveyMuddOCE', 'Kevin_Hainline')",False,False
1448,"('HarveyMuddOCE', 'djtrindle')",False,False
1449,"('HarveyMuddOCE', 'ekayfoli')",False,False
1450,"('HarveyMuddOCE', 'dyong')",False,False
1451,"('HarveyMuddOCE', 'mtauraso')",False,False
1452,"('HarveyMuddOCE', 'eriksowa')",False,False
1453,"('HarveyMuddOCE', 'siapplebaum')",False,False
1454,"('HarveyMuddOCE', 'schimonster')",False,False
1455,"('HarveyMuddOCE', 'MikePricePhD')",False,False
1456,"('HarveyMuddOCE', 'jessibythebay')",False,False
1457,"('HarveyMuddOCE', 'jtspender')",False,False
1458,"('HarveyMuddOCE', 'drmorr0')",False,False
1459,"('HarveyMuddOCE', 'dorianscrima')",False,False
1460,"('HarveyMuddOCE', 'jeffreydrummond')",False,False
1461,"('HarveyMuddOCE', 'blampin')",False,False
1462,"('HarveyMuddOCE', 'franceshocutt')",False,False
1463,"('HarveyMuddOCE', 'MoreLuckey')",False,False
1464,"('ProfOmarMath', 'Eliot_Bush')",False,False
1465,"('ProfOmarMath', 'rsourspa')",False,False
1466,"('ProfOmarMath', 'briposadas')",False,False
1467,"('ProfOmarMath', 'elizjohansen')",False,False
1468,"('ProfOmarMath', 'mattspencer_ee')",True,True
1469,"('ProfOmarMath', 'XandaSchofield')",True,True
1470,"('ProfOmarMath', 'stldenbroncofan')",False,False
1471,"('ProfOmarMath', 'ohmaimy')",False,False
1472,"('ProfOmarMath', 'PITraders')",True,True
1473,"('ProfOmarMath', 'HMCDOS')",False,False
1474,"('ProfOmarMath', 'BlaineHackman')",False,False
1475,"('ProfOmarMath', 'hmcen_official')",False,False
1476,"('ProfOmarMath', 'DaringRant')",False,False
1477,"('ProfOmarMath', 'abby_korth')",False,False
1478,"('ProfOmarMath', 'caitlin_vierra')",False,False
1479,"('ProfOmarMath', 'rf_mehlinger')",False,False
1480,"('ProfOmarMath', 'tony1athome')",False,False
1481,"('ProfOmarMath', 'vanessareality')",False,False
1482,"('ProfOmarMath', 'jtamm7')",False,True
1483,"('ProfOmarMath', 'gavmdr')",False,False
1484,"('ProfOmarMath', 'equan430')",False,False
1485,"('ProfOmarMath', 'terribletasman')",False,False
1486,"('ProfOmarMath', 'hocherie1')",False,False
1487,"('ProfOmarMath', 'jkim720')",False,False
1488,"('ProfOmarMath', 'InqHmc')",False,False
1489,"('ProfOmarMath', 'claremontind')",False,False
1490,"('ProfOmarMath', 'cmcforum')",False,False
1491,"('ProfOmarMath', 'KGIpres')",False,False
1492,"('ProfOmarMath', 'KeckGrad')",False,False
1493,"('ProfOmarMath', 'hkbyoung')",False,False
1494,"('ProfOmarMath', 'macavity42')",False,False
1495,"('ProfOmarMath', 'JackRNewhouse')",False,False
1496,"('ProfOmarMath', 'everner')",False,False
1497,"('ProfOmarMath', 'raunak_pednekar')",False,False
1498,"('ProfOmarMath', 'leslieforrrestr')",False,False
1499,"('ProfOmarMath', 'hmcicecreambike')",False,False
1500,"('ProfOmarMath', 'rdchambers')",False,False
1501,"('ProfOmarMath', 'Craigni')",False,False
1502,"('ProfOmarMath', 'LucidLunatic')",False,True
1503,"('ProfOmarMath', 'EvanHub')",False,False
1504,"('ProfOmarMath', 'HEKS86')",False,False
1505,"('ProfOmarMath', 'elsweato')",False,False
1506,"('ProfOmarMath', 'StephenBlankley')",False,False
1507,"('ProfOmarMath', 'SoniaMinassian')",False,False
1508,"('ProfOmarMath', 'stephani_shusta')",False,False
1509,"('ProfOmarMath', 'moniebalogna')",False,False
1510,"('ProfOmarMath', 'susanna_todaro')",False,False
1511,"('ProfOmarMath', 'gmcredo1')",False,False
1512,"('ProfOmarMath', 'EvannRamona')",False,False
1513,"('ProfOmarMath', 'jonessurgery')",False,False
1514,"('ProfOmarMath', 'FinalFrog')",False,False
1515,"('ProfOmarMath', 'MsKretsch')",False,False
1516,"('ProfOmarMath', 'gharrettwong')",False,False
